Localidad,Rubro,NomComercio,Direccion,Prefijo,NroTel,Dto,Provincia,ImgCooBUENOS AIRESp,ImgCoopLink,ImgComercio,Latitud,Longitud
BENITO JUÁREZ,ZAPATERÍA,VALENTINO CALZ Y ACC,ZIBECHI 16,,,10,BUENOS AIRES,,,,-37.6743158,-59.8048962
BOLÍVAR,DEPORTE,BRO TIENDA RUN,AV. SAN MARTÍN 1233,2314,461816,15,BUENOS AIRES,,,,-36.226514,-61.1189558
BOLÍVAR,DEPORTE,SIN LÍMITE,AV. SAN MARTÍN 295,2314,411974,15,BUENOS AIRES,,,,-36.2335869,-61.1097553
BOLÍVAR,INDUMENTARIA,CAPRICHOSAS,GÜEMES 32,2314,576397,15,BUENOS AIRES,,,,-36.2318777,-61.1117542
BOLÍVAR,INDUMENTARIA,DANIEL BÁSICO,AV. SAN MARTÍN 421,2314,619241,15,BUENOS AIRES,,,,-36.2326866,-61.1111045
BOLÍVAR,INDUMENTARIA,ISIDORO MIX,AV. SAN MARTÍN 590,2314,620408,15,BUENOS AIRES,,,,-36.2317505,-61.1130726
BOLÍVAR,INDUMENTARIA,MODAS NORMA,FABRES GARCÍA 21,2314,424138,15,BUENOS AIRES,,,,-36.241781,-61.1146135
BOLÍVAR,INDUMENTARIA,RECORD,LAS HERAS 33,2314,410893,15,BUENOS AIRES,,,,-36.2316457,-61.1134261
BOLÍVAR,INDUMENTARIA,SENDEROS,SARGENTO CABRAL 17,2314,628715,15,BUENOS AIRES,,,,-36.2304165,-61.1160903
BOLÍVAR,INDUMENTARIA,SUPER CENTRO TEXTIL,AV. SAN MARTÍN 451,2314,473573,15,BUENOS AIRES,,,,-36.2324084,-61.1113208
BOLÍVAR,INDUMENTARIA,SYMBOL,AV. SAN MARTÍN 370,2314,463722,15,BUENOS AIRES,,,,-36.2332574,-61.1108865
BOLÍVAR,LIBRERÍA,LIBRERÍA ABC,LAS HERAS 102,2314,424176,15,BUENOS AIRES,,,,-36.2322748,-61.1138867
BOLÍVAR,LIBRERÍA,LIBRERÍA TA-TE-TI,BALCARCE 200,2314,421167,15,BUENOS AIRES,,,,-36.2313433,-61.1091193
BOLÍVAR,LIBRERÍA,MUNDO GURÍ,AV. ALSINA 619,2314,480129,15,BUENOS AIRES,,,,-36.2303279,-61.1120167
CARHUÉ,DEPORTE,UNIKO,SAN MARTÍN 735,2936,432368,15,BUENOS AIRES,,,,-37.1775398,-62.7567885
CARHUÉ,INDUMENTARIA,EL TÚNEL,COLÓN 1117,2936,411129,15,BUENOS AIRES,,,,-37.1766158,-62.7594376
CARHUÉ,INDUMENTARIA,ISABELLA CARHUÉ,PRINGLES 1365,2936,411197,15,BUENOS AIRES,,,,-37.1725195,-62.7597741
CARHUÉ,INDUMENTARIA,LAS GLORIETAS,COLÓN 1100,2923-,641522,15,BUENOS AIRES,,,,-37.1769395,-62.7594967
CARHUÉ,INDUMENTARIA,MARCO POLO,COLÓN 1138,2936,432419,15,BUENOS AIRES,,,,-37.1767642,-62.7600681
CARHUÉ,INDUMENTARIA,PAMPERO CARHUÉ,COLÓN 977,2936,406263,15,BUENOS AIRES,,,,-37.1776456,-62.7577574
CARHUÉ,INDUMENTARIA,YG INDUMENTARIA,COLÓN 1177,2923,696546,15,BUENOS AIRES,,,,-37.1762403,-62.7600377
CARHUÉ,ÓPTICA,ÓPTICA PRISMA,MORENO 365,2936,412577,15,BUENOS AIRES,,,,-37.173116,-62.7560422
CARILÓ,BAZAR Y DECORACIÓN,LA CUCHILLERÍA,BOYERO 1498 L2,11,57539177,10,BUENOS AIRES,,,,-37.1661432,-56.9030046
CARILÓ,ÓPTICA,LENS VISION II,BOYERO 1498 L30,2254,425637,15,BUENOS AIRES,,,,-37.1661432,-56.9030046
CARMEN DE PATAGONES,INDUMENTARIA,IVANA,ALSINA 75,2920,464380,15,BUENOS AIRES,,,,-40.8011795,-62.9834095
CARMEN DE PATAGONES,ÓPTICA,PATAGONIA BUENA VISTA,COMODORO RIVADAVIA 329,2920,15608006,15,BUENOS AIRES,,,,-40.7999947,-62.9820342
CASBAS,INDUMENTARIA,LOLO'S,SAN MARTÍN 420,2923,462722,15,BUENOS AIRES,,,,-36.7590314,-62.5017783
CASBAS,INDUMENTARIA,VEREDA DEL SOL,SAN MARTÍN 571,2929,481096,15,BUENOS AIRES,,,,-36.7590314,-62.5017783
CATRIEL,MULTIRRUBRO,LA CONFIANZA,AV. DEL TRABAJO Y AFGANISTÁN,299,4914680,10,RÍO NEGRO,,,,-37.8732575,-67.7986372
CATRIEL,INDUMENTARIA,AMANKAY,AV. SAN MARTÍN 225,299,4914383,15,RÍO NEGRO,,,,-37.8804859,-67.7947502
CATRIEL,INDUMENTARIA,CREACIONES NAHUEL,CLEMENTE ZURITA 398,299,4914607,15,RÍO NEGRO,,,,-37.8824934,-67.8016834
CATRIEL,PELUQUERÍA,MIGUEL ANGEL,AV. SAN MARTÍN 649,299,4911041,15,RÍO NEGRO,,,,-37.8843784,-67.8019995
CATRIEL,REGALERÍA,CATRIEL III,HIPÓLITO YRIGOYEN 410,299,4913098,10,RÍO NEGRO,,,,-37.8860143,-67.7916486
CATRIEL,REGALERÍA,NOVEDADES MIREN,AV. SAN MARTÍN 544,299,154021329,10,RÍO NEGRO,,,,-37.884042,-67.8011473
CATRIEL,ZAPATERÍA,ZAPATERÍA AVENIDA,AV. SAN MARTÍN 486,299,4911189,10,RÍO NEGRO,,,,-37.8840558,-67.8011733
CATRIEL,ZAPATERÍA,CALZADOS MALU,AV. ROCA 694,299,4911240,10,RÍO NEGRO,,,,-37.8825999,-67.79591
CENTENARIO,DEPORTE,AEROBIC DEPERTES,HONDURAS 641,299,4898147,15,Neuquén,,,,-38.828086,-68.1345837
CENTENARIO,DEPORTE,MUNDO SPORT,HONDURAS Y NICARAGUA,299,4898792,15,Neuquén,,,,-38.8248649,-68.1389132
CENTENARIO,INDUMENTARIA,CACTUS,HONDURAS 741,299,4894983,15,Neuquén,,,,-38.8275361,-68.1354044
CENTENARIO,INDUMENTARIA,CAOS OUTFITTERS,HONDURAS 633,299,4876675,15,Neuquén,,,,-38.8281646,-68.1345012
CENTENARIO,INDUMENTARIA,HOMO,HONDURAS 820,299,4874898,15,Neuquén,,,,-38.826606,-68.1360849
CENTENARIO,INDUMENTARIA,MARILI,HONDURAS Y BUENOS AIRES,299,4898334,15,Neuquén,,,,-38.8293339,-68.1367515
CENTENARIO,INDUMENTARIA,NATTIVO,HONDURAS 1030,299,4895186,15,Neuquén,,,,-38.8250894,-68.1382748
CENTENARIO,INDUMENTARIA,PRECIOS MÁGICOS,HONDURAS 449,299,4114352,15,Neuquén,,,,-38.8292531,-68.1324819
CENTENARIO,INDUMENTARIA,QUÉ ME PONGO,AV. 25 DE MAYO72,299,4892716,15,Neuquén,,,,-38.8360598,-68.134606
CENTENARIO,INDUMENTARIA,RANCH,SAN MARTÍN 264,299,4891301,15,Neuquén,,,,-38.827752,-68.1442932
CENTENARIO,INDUMENTARIA,VANS STYLE,PERÚ 331,299,6061004,15,Neuquén,,,,-38.8296595,-68.1355725
CENTENARIO,ÓPTICA,ÓPTICA WOLF CENTER,HONDURAS 750,299,4893530,15,Neuquén,,,,-38.8272204,-68.1352465
CENTENARIO,REGALERÍA,GIRASOL,ATAHUALPA YUPANQUI 511,299,4897454,10,Neuquén,,,,-38.8197408,-68.1457149
CHOELE CHOEL,DEPORTE,ACQUA -CHOELE CHOEL,AVELLANEDA 710,2984,560312,15,RÍO NEGRO,,,,-39.2909337,-65.6617996
CHOELE CHOEL,DEPORTE,AMESTOY DEPORTES,AVELLANEDA 1136,2984,588317,15,RÍO NEGRO,,,,-39.2940809,-65.6580804
CHOELE CHOEL,INDUMENTARIA,CATRINAS,ALSINA 979,2946,442131,15,RÍO NEGRO,,,,-39.2923567,-65.6588986
CHOELE CHOEL,INDUMENTARIA,IOSSI CREACIONES,AVELLANEDA 335,2946,442037,15,RÍO NEGRO,,,,-39.288046,-65.6659278
CHOELE CHOEL,INDUMENTARIA,KLEIDER,AVELLANEDA 910,2984,815606,15,RÍO NEGRO,,,,-39.2925467,-65.6603515
CHOELE CHOEL,INDUMENTARIA,LA ECONÓMICA-CHOELE CHOEL,25 DE MAYO 201,2946,442446,15,RÍO NEGRO,,,,-39.2956253,-65.654848
CHOELE CHOEL,INDUMENTARIA,MIR - MAR CALZADOS,AVELLANEDA ESQUINA J. A. ROCA 0,2946,442423,15,RÍO NEGRO,,,,-39.2907407,-65.6578065
CHOELE CHOEL,INDUMENTARIA,OUTLET MIR-MAR,AVELLANEDA 935,2946,442423,15,RÍO NEGRO,,,,-39.2926821,-65.6601867
CHOELE CHOEL,INDUMENTARIA,ÓXIDO INDUMENTARIA,NICOLÁS AVELLANEDA 816,2946,443564,15,RÍO NEGRO,,,,-39.2918589,-65.6608543
CHOELE CHOEL,INDUMENTARIA,OASIS,AVELLANEDA 537,2984,565038,15,RÍO NEGRO,,,,-39.2895363,-65.6639726
CHOELE CHOEL,INDUMENTARIA,FRIDA INDUMENTARIA UNISEX,AVELLANEDA 605,2984,314815,15,RÍO NEGRO,,,,-39.2902567,-65.6633034
CHOELE CHOEL,JOYERÍA Y RELOJERÍA,ZAKARIAS,AVELLANEDA 685,2946,402464,15,RÍO NEGRO,,,,-39.2906849,-65.6627114
CHOELE CHOEL,LIBRERÍA,MANA,AVELLANEDA 1026,2984,224148,15,RÍO NEGRO,,,,-39.2932161,-65.6591193
CHOELE CHOEL,ÓPTICA,ÓPTICA VALLE MEDIO,AVELLANEDA 660,2984,282589,15,RÍO NEGRO,,,,-39.2904177,-65.6625837
CHOELE CHOEL,ÓPTICA,OPTILENS,A. ALSINA 1009,2946,442560,15,RÍO NEGRO,,,,-39.2928183,-65.6584972
CHOELE CHOEL,ÓPTICA,VES CHOELE,KENNEDY 705,2946,902706,15,RÍO NEGRO,,,,-39.2893209,-65.6623091
CHOS MALAL,BAZAR Y DECORACIÓN,"1,2,2003",SARMIENTO 290,2948,15413617,10,Neuquén,,,,-37.3763396,-70.2740966
CHOS MALAL,INDUMENTARIA,CASA BETTY,GRAL. PAZ Y ROCA 0,2948,421180,15,Neuquén,,,,-37.3770546,-70.2747212
CHOS MALAL,INDUMENTARIA,ENIGMATIC,ROCA Y SARMIENTO 0,2948,422686,15,Neuquén,,,,-37.3741206,-70.2765598
CHOS MALAL,INDUMENTARIA,MODAS CINTIA,SARMIENTO 336,2942,15522637,15,Neuquén,,,,-37.3767364,-70.2735021
CHOS MALAL,INDUMENTARIA,TIENDA KIKA,SARMIENTO 423,2942,15695742,15,Neuquén,,,,-37.377179,-70.2725794
CHOS MALAL,INDUMENTARIA,LUCIANA VUOTTO,SARMIENTO Y LAVALLE,2948,423509,15,Neuquén,,,,-37.3770847,-70.272907
CHOS MALAL,INDUMENTARIA,SOUL NORTE NEUQUINO,GRAL. PAZ 585,2948,421256,15,Neuquén,,,,-37.377577,-70.270087
CHOS MALAL,LIBRERÍA,CASTEL,SARMIENTO 217,2942,15402310,15,Neuquén,,,,-37.375582,-70.2744322
CHOS MALAL,ÓPTICA,ÓPTICA WAYLE,LAV.ALLE 193,2942,15472692,15,Neuquén,,,,-37.3763426,-70.2721535
CINCO SALTOS,DEPORTE,OLIMIPA III,ROCA Y DON BOSCO,299,4214750,15,RÍO NEGRO,,,,-38.8309486,-68.0678384
CINCO SALTOS,INDUMENTARIA,BALEKIAN,RIVADAVIA 585,298,4791787,15,RÍO NEGRO,,,,-38.827792,-68.0679876
CINCO SALTOS,INDUMENTARIA,BLACK BIRD,RIVADAVIA 325,299,5877585,15,RÍO NEGRO,,,,-38.8295626,-68.0660789
CINCO SALTOS,INDUMENTARIA,PUNTO TEENS,RIVADAVIA 604,299,6150666,15,RÍO NEGRO,,,,-38.8278926,-68.068375
CINCO SALTOS,INDUMENTARIA,STOP,AVENIDA ROCA 850,299,4984336,15,RÍO NEGRO,,,,-38.8248526,-68.0684543
CINCO SALTOS,INDUMENTARIA,TIENDA ERLIN,AV. BLUMETTI 258,,,15,RÍO NEGRO,,,,-38.8231495,-68.0651351
CINCO SALTOS,LIBRERÍA,LIBROCINCO,AVENIDA BLUMETTI 350,299,4981251,15,RÍO NEGRO,,,,-38.8226748,-68.064309
CINCO SALTOS,ÓPTICA,ÓPTICA CINCO SALTOS,AVENIDA ROCA 590,299,4982328,15,RÍO NEGRO,,,,-38.8268326,-68.0663002
CINCO SALTOS,PELUQUERÍA,VIDAL ORTIZ ESTILISTAS,SARMIENTO Y AMEGHINO,299,4981691,15,RÍO NEGRO,,,,-38.8268148,-68.0705664
CINCO SALTOS,ZAPATERÍA,CALZADOS LA ROCA,AVENIDA ROCA 985,299,4984084,10,RÍO NEGRO,,,,-38.824013,-68.0685451
CIPOLLETTI,ARTÍCULOS DE CAMPING Y PESCA,S.E.A PESCA,BRENTANA 508,299,155978517,15,RÍO NEGRO,,,,-38.9346662,-67.9877051
CIPOLLETTI,BICICLETERÍA,BICICLETERÍA AVENIDA,NACIONES UNIDAS 534,299,156355940,10,RÍO NEGRO,,,,-38.9386875,-67.9793834
CIPOLLETTI,DEPORTE,G Y C SPORT,ROCA 119,299,4773303,15,RÍO NEGRO,,,,-38.9384541,-68.0001407
CIPOLLETTI,DEPORTE,OLIMPIA,ROCA Y ESPAÑA,299,155682000,15,RÍO NEGRO,,,,-38.9391644,-67.9963253
CIPOLLETTI,DEPORTE,OLIMPIA I,ROCA E ITALIA,299,4770034,15,RÍO NEGRO,,,,-38.9399584,-67.992241
CIPOLLETTI,DEPORTE,OLIMPIA II,ESMERALDA 1102,299,4771874,15,RÍO NEGRO,,,,-38.92865,-67.990718
CIPOLLETTI,INDUMENTARIA,AVIKUKY,YRIGOYEN 810,299,4781502,15,RÍO NEGRO,,,,-38.9391639,-67.9902523
CIPOLLETTI,INDUMENTARIA,ERIMAX SPORT UNISEX,HIPÓLITO YRIGOYEN 700,299,4782306,15,RÍO NEGRO,,,,-38.9388721,-67.9916589
CIPOLLETTI,INDUMENTARIA,MR POPE,ROCA 323,299,155556862,15,RÍO NEGRO,,,,-38.9390961,-67.9974623
CIPOLLETTI,INDUMENTARIA,PRECIOS MÁGICOS,SAN MARTÍN 367,299,4470046,15,RÍO NEGRO,,,,-38.938771,-67.9954929
CIPOLLETTI,INDUMENTARIA,ROCIO TIENDA Y ZAPATERÍA,DON BOSCO 1650,299,154733619,15,RÍO NEGRO,,,,-38.9230913,-67.9877378
CIPOLLETTI,INDUMENTARIA,UNELEN,SÁENZ PEÑA E IRIGOYEN,299,4770335,15,RÍO NEGRO,,,,-38.9392056,-67.990536
CIPOLLETTI,INDUMENTARIA,SOCO,NACIONES UNIDAS 675,299,4773417,15,RÍO NEGRO,,,,-38.9351286,-67.9790741
CIPOLLETTI,JOYERÍA Y RELOJERÍA,JOYERÍA Y RELOJERÍA AMATISTA I,BRENTANA 160,299,156036007,15,RÍO NEGRO,,,,-38.9346662,-67.9877051
CIPOLLETTI,JOYERÍA Y RELOJERÍA,JOYERÍA Y RELOJERÍA DANIEL´S,ESPAÑA 335,299,4774936,15,RÍO NEGRO,,,,-38.9376462,-67.9957085
CIPOLLETTI,ÓPTICA,ÓPTICA WOLF,ROCA 340,299,156373116,15,RÍO NEGRO,,,,-38.9387925,-67.9971223
CIPOLLETTI,PINTURERÍA,MEDITERRÁNEA,AVENIDA ALEM 1138,299,4770571,10,RÍO NEGRO,,,,-38.9377945,-67.9848961
CIPOLLETTI,PINTURERÍA,MEDITERRÁNEA I,MENGUELLE Y LAV.ALLE 0,299,4771971,10,RÍO NEGRO,,,,-38.9296737,-67.9988342
CIPOLLETTI,REPUESTOS DE MOTOS,MOTOS RIUZ,TENIENTE IBAÑEZ Y SARMIENTO,299,4776588,10,RÍO NEGRO,,,,-38.9354305,-67.9920905
CIPOLLETTI,TALABARTERÍA,SU TALABARTERÍA,9 DE JULIO 616,299,4775916,10,RÍO NEGRO,,,,-38.9375023,-67.9925578
COMODORO RIVADAVIA,INDUMENTARIA,CALIFORNIA,SAN MARTÍN 689,297,155934510,15,Chubut,,,,-45.8611714,-67.4843627
COMODORO RIVADAVIA,INDUMENTARIA,CARA O CRUZ,SAN MARTÍN 457,,,15,Chubut,,,,-45.8609534,-67.4808109
COMODORO RIVADAVIA,INDUMENTARIA,GUAPAS & GUAPOS,SAN MARTÍN 295,297,4444436,15,Chubut,,,,-45.8609674,-67.4782542
COMODORO RIVADAVIA,INDUMENTARIA,MARIETE MODAS,FRANCISCO DE VIEDMA,297,4550070,15,Chubut,,,,-45.8333174,-67.4785933
COMODORO RIVADAVIA,INDUMENTARIA,SOHO POINT,SAN MARTÍN 620,297,155934510,15,Chubut,,,,-45.8611922,-67.483536
COMODORO RIVADAVIA,INDUMENTARIA,SUPERANDO LÍMITES,SAN MARTÍN 281,297,155159517,15,Chubut,,,,-45.8609161,-67.4780619
COMODORO RIVADAVIA,INDUMENTARIA,CALIFORNIA,SAN MARTÍN 689,297,155934510,15,Chubut,,,,-45.8611714,-67.4843627
COMODORO RIVADAVIA,INDUMENTARIA,CARA O CRUZ,SAN MARTÍN 457,,,15,Chubut,,,,-45.8609534,-67.4808109
COMODORO RIVADAVIA,INDUMENTARIA,TIENDA ELSI,AV. TEHUELCHE 119,297,4550382,,Chubut,,,,-45.83537,-67.4782841
COMODORO RIVADAVIA,ÓPTICA,ÓPTICA GRECO,ESPAÑA 888,297,4471162,15,Chubut,,,,-45.8612854,-67.4862647
COMODORO RIVADAVIA,ÓPTICA,ÓPTICA VISIÓN,SAN MARTÍN 382,297,4463697,15,Chubut,,,,-45.8612145,-67.4795719
CORONEL DORREGO,BEBÉS Y NIÑOS,APACHURRABLES,IRIGOYEN 589,,,10,BUENOS AIRES,,,,-38.7170346,-61.2894208
CORONEL DORREGO,INDUMENTARIA,ATOBA REPUBLIC,SAN MARTÍN 681,2921,409967,15,BUENOS AIRES,,,,-38.7172559,-61.2897675
CORONEL DORREGO,INDUMENTARIA,CASA LARROUY,SAN MARTÍN 547,2921,405385,15,BUENOS AIRES,,,,-38.7161053,-61.2912261
CORONEL DORREGO,INDUMENTARIA,COMO TE QUIERO,IRIGOYEN 347,2921,409824,15,BUENOS AIRES,,,,-38.7153097,-61.2870964
CORONEL DORREGO,INDUMENTARIA,COMO TE QUIERO,IRIGOYEN 615,2921,409824,15,BUENOS AIRES,,,,-38.7171972,-61.2896734
CORONEL DORREGO,INDUMENTARIA,EL JARDÍN,LEQUERICA 549,2921,406214,15,BUENOS AIRES,,,,-38.7175232,-61.2931146
CORONEL DORREGO,INDUMENTARIA,ESTILO CAMPO,SAN MARTÍN 641,2921,405902,15,BUENOS AIRES,,,,-38.7169952,-61.2901534
CORONEL DORREGO,INDUMENTARIA,HOY TE TOCA,SANTAGADA 1257,2921,406023,15,BUENOS AIRES,,,,-38.7224415,-61.2849828
CORONEL DORREGO,INDUMENTARIA,JAZMÍN,SAN MARTÍN 583,2921,406504,15,BUENOS AIRES,,,,-38.7164541,-61.2907777
CORONEL DORREGO,INDUMENTARIA,LA FLORIDA,SIRIA 445,2921,405260,15,BUENOS AIRES,,,,-38.7142387,-61.2903006
CORONEL DORREGO,INDUMENTARIA,MULTIMODAS,ECHEVERRÍA Y 13 DE DICIEMBRE,2921,409244,15,BUENOS AIRES,,,,-38.7240415,-61.2825623
CORONEL DORREGO,INDUMENTARIA,PASO A PASO,SAN MARTÍN 644,2921,409500,15,BUENOS AIRES,,,,-38.7167016,-61.2900053
CORONEL DORREGO,INDUMENTARIA,UNIKA,SAN MARTÍN 763,2921,405957,15,BUENOS AIRES,,,,-38.7177699,-61.2889348
CORONEL DORREGO,LIBRERÍA,EL CENTRO DEL FOTOCOPIADO,SAN MARTÍN 880,2921,405979,15,BUENOS AIRES,,,,-38.7184222,-61.2875771
CORONEL DORREGO,LIBRERÍA,LIBRERÍA GARABATOS,AV. FUERTES 523,2921,406599,15,BUENOS AIRES,,,,-38.7179967,-61.2869868
CORONEL DORREGO,ZAPATERÍA,CALZADOS CARIOCA,SAN MARTÍN Y MACIEL,2921,453564,10,BUENOS AIRES,,,,-38.7194612,-61.2903505
CORONEL PRINGLES,BAZAR Y DECORACIÓN,BAZAR AMÉRICA,RIVADAVIA 955,2922,422085,10,BUENOS AIRES,,,,-37.9852584,-61.3497918
CORONEL PRINGLES,DEPORTE,TROTES DEPORTES,MITRE 1101,,483213,15,BUENOS AIRES,,,,-37.9852584,-61.3497918
CORONEL PRINGLES,INDUMENTARIA,BRETON,RIVADAVIA 918,2922,463851,15,BUENOS AIRES,,,,-37.9852584,-61.3497918
CORONEL PRINGLES,INDUMENTARIA,BUEN VESTIR,DORREGO 804,2922,462268,15,BUENOS AIRES,,,,-37.9860759,-61.3559291
CORONEL PRINGLES,INDUMENTARIA,CRONOS,MITRE 1002,2922,462571,15,BUENOS AIRES,,,,-37.9852584,-61.3497918
CORONEL PRINGLES,INDUMENTARIA,DOS MORENAS,SUÁREZ 941,2922,462961,15,BUENOS AIRES,,,,-37.9852584,-61.3497918
CORONEL PRINGLES,INDUMENTARIA,GASOLEROS UNISEX,STEGMANN 753,2922,462390,15,BUENOS AIRES,,,,-37.9851971,-61.3552785
CORONEL PRINGLES,INDUMENTARIA,INQUIETA,CALLE 18 Nº 1080,2922,466951,15,BUENOS AIRES,,,,-37.9852584,-61.3497918
CORONEL PRINGLES,INDUMENTARIA,LA ALDEA,SAN MARTÍN 760,2922,462728,15,BUENOS AIRES,,,,-34.5757521,-58.5370965
CORONEL PRINGLES,INDUMENTARIA,LA FLORIDA,RIVADAVIA 1090,2923,427182,15,BUENOS AIRES,,,,-37.9852584,-61.3497918
CORONEL PRINGLES,INDUMENTARIA,LAS LEÑAS,MITRE 950,2923,699926,15,BUENOS AIRES,,,,-37.9852584,-61.3497918
CORONEL PRINGLES,INDUMENTARIA,LAS LEÑAS - PRINGLES,MITRE 950,,,15,BUENOS AIRES,,,,-37.9852584,-61.3497918
CORONEL PRINGLES,INDUMENTARIA,MICKEY,RIVADAVIA 941,2922,463759,15,BUENOS AIRES,,,,-37.9852584,-61.3497918
CORONEL PRINGLES,INDUMENTARIA,STAR GUAPA,RIVADAVIA 1176,2922,464150,15,BUENOS AIRES,,,,-37.9852584,-61.3497918
CORONEL PRINGLES,INDUMENTARIA,ZAGGATO,RIVADAVIA 987,2922,464250,15,BUENOS AIRES,,,,-37.9852584,-61.3497918
CORONEL PRINGLES,ÓPTICA,ÓPTICA SAINT GERMAIN,STEGMANN 645,2922,464545,15,BUENOS AIRES,,,,-37.9859391,-61.35431
CORONEL PRINGLES,ZAPATERÍA,MAURO CALZADOS,STEGMANN 763,2922,466077,10,BUENOS AIRES,,,,-37.9851166,-61.3554088
CORONEL SUÁREZ,ARTÍCULOS DE CAMPING Y PESCA,EL DORADO,AV. SAN MARTÍN 139,,,15,BUENOS AIRES,,,,-37.4622031,-61.9317098
CORONEL SUÁREZ,ARTÍCULOS DE CAMPING Y PESCA,RA PESCA,MITRE 2068,2926,431290,15,BUENOS AIRES,,,,-37.4597651,-61.9454041
CORONEL SUÁREZ,BAZAR Y DECORACIÓN,TIENDA MOLONA,MITRE 1377,2926,421204,10,BUENOS AIRES,,,,-37.4586677,-61.9357559
CORONEL SUÁREZ,BLANCO,TODO BLANQUERIA DE MIGUEL WEIMANN,BRANDSEN 142,,,10,BUENOS AIRES,,,,-37.4587898,-61.9346241
CORONEL SUÁREZ,COMPUTACIÓN,PUERTO DIGITAL,MITRE 1058,2926,431906,10,BUENOS AIRES,,,,-37.4577373,-61.9318802
CORONEL SUÁREZ,CONFITERÍA,CERVANTES - CAFÉ MD GLAM,MITRE 1168,2926,542804,10,BUENOS AIRES,,,,-37.4579512,-61.933288
CORONEL SUÁREZ,COTILLÓN,LA CASA DE KIKI,ALEM 440,,,10,BUENOS AIRES,,,,-37.4547777,-61.9282864
CORONEL SUÁREZ,DEPORTE,FREDDY OUTDOORS,ALSINA 98 ESQUINA BELGRANO,,,15,BUENOS AIRES,,,,-37.4589827,-61.9320054
CORONEL SUÁREZ,DEPORTE,JM SPORT,LAMADRID 1716,,,15,BUENOS AIRES,,,,-37.4581174,-61.9404855
CORONEL SUÁREZ,DEPORTE,TODO DEPORTES MJ,BRANDSEN 238,,,15,BUENOS AIRES,,,,-37.4579257,-61.9348527
CORONEL SUÁREZ,DEPORTE,TROTES DEPORTES,SARMIENTO Y MITRE,2926,422055,15,BUENOS AIRES,,,,-37.4583545,-61.9349444
CORONEL SUÁREZ,FOTOGRAFÍA Y FILMACIÓN,ARTE MODERNO,MITRE 1134,,,10,BUENOS AIRES,,,,-37.4579235,-61.932926
CORONEL SUÁREZ,INDUMENTARIA,ALEGRA,LAMADRID 1353,,,15,BUENOS AIRES,,,,-37.457596,-61.9358131
CORONEL SUÁREZ,INDUMENTARIA,ALMA INQUIETA,BRANDSEN 280,,,15,BUENOS AIRES,,,,-37.4575521,-61.9348747
CORONEL SUÁREZ,INDUMENTARIA,CAOBA BÁSICOS,BRANDSEN 201,,,15,BUENOS AIRES,,,,-37.4583545,-61.9349444
CORONEL SUÁREZ,INDUMENTARIA,CASA WAGNER,MITRE 1320,,,15,BUENOS AIRES,,,,-37.4582724,-61.9352678
CORONEL SUÁREZ,INDUMENTARIA,CHAPLIN,BRANDSEN Y LAS HERAS,,,15,BUENOS AIRES,,,,-35.1679518,-58.2373784
CORONEL SUÁREZ,INDUMENTARIA,CUERPO Y ALMA,BRANDSEN 220,,,15,BUENOS AIRES,,,,-37.4580733,-61.9348188
CORONEL SUÁREZ,INDUMENTARIA,DE TODO PARA TODOS EL MIRADOR,BELGRANO Y SARMIENTO,2926,423244,15,BUENOS AIRES,,,,-34.656513,-58.6213534
CORONEL SUÁREZ,INDUMENTARIA,EME,MITRE 1324,,,15,BUENOS AIRES,,,,-37.4581944,-61.9353211
CORONEL SUÁREZ,INDUMENTARIA,FRIDA,BRANDSEN 261,,,15,BUENOS AIRES,,,,-37.4577886,-61.9351987
CORONEL SUÁREZ,INDUMENTARIA,FULANO,AV. ALSINA 223,2926,431107,15,BUENOS AIRES,,,,-37.4578278,-61.932438
CORONEL SUÁREZ,INDUMENTARIA,GALAS,SAN MARTÍN 360,,,15,BUENOS AIRES,,,,-37.4554296,-61.9269869
CORONEL SUÁREZ,INDUMENTARIA,INVICTA,VILLEGAS 30,,,15,BUENOS AIRES,,,,-37.4602173,-61.9355387
CORONEL SUÁREZ,INDUMENTARIA,JESU-AN,MANUEL PALENZONA 805,,,15,BUENOS AIRES,,,,-37.4586139,-61.9328019
CORONEL SUÁREZ,INDUMENTARIA,JUAN DE LOS PALOTES,SARMIENTO 185,,,15,BUENOS AIRES,,,,-37.4584042,-61.9338411
CORONEL SUÁREZ,INDUMENTARIA,KEVINGSTON,AV. ALSINA 240,2926,422124,15,BUENOS AIRES,,,,-37.4575382,-61.9324984
CORONEL SUÁREZ,INDUMENTARIA,KIKA,BRANDSEN 299,,,15,BUENOS AIRES,,,,-37.4573977,-61.9353332
CORONEL SUÁREZ,INDUMENTARIA,LA CARRETA,MITRE 1124,,,15,BUENOS AIRES,,,,-37.4578726,-61.9328307
CORONEL SUÁREZ,INDUMENTARIA,LA ROCCA,LAMADRID 1220,,,15,BUENOS AIRES,,,,-37.4569504,-61.9341605
CORONEL SUÁREZ,INDUMENTARIA,LO DE MARÍA MODAS,VILLEGAS 128,,,15,BUENOS AIRES,,,,-37.4594078,-61.9357119
CORONEL SUÁREZ,INDUMENTARIA,LOLA NARSH,BELGRANO 1413,,,15,BUENOS AIRES,,,,-37.4596662,-61.9361793
CORONEL SUÁREZ,INDUMENTARIA,MEMPHIS ROPA MASCULINA,MITRE 1416,,,15,BUENOS AIRES,,,,-37.4584064,-61.9364976
