Localidad,Rubro,NomComercio,Direccion,Prefijo,NroTel,Dto,Provincia,ImgCooBUENOS AIRESp,ImgCoopLink,ImgComercio,Latitud,Longitud
CORONEL SUÁREZ,INDUMENTARIA,MENORCA - CORONEL SUÁREZ,MITRE 1328,,,15,BUENOS AIRES,,,,-37.4581942,-61.9354385
CORONEL SUÁREZ,INDUMENTARIA,MONTAGNE CORONEL SUÁREZ,BELGRANO 1380,,,15,BUENOS AIRES,,,,-37.4593714,-61.9358255
CORONEL SUÁREZ,INDUMENTARIA,MOXIE,VILLEGAS 356,,,15,BUENOS AIRES,,,,-37.4567664,-61.9367735
CORONEL SUÁREZ,INDUMENTARIA,NC JEANS,AV.ELLANEDA 984,2926,430627,15,BUENOS AIRES,,,,-37.4545654,-61.9317287
CORONEL SUÁREZ,INDUMENTARIA,PAMPERO II,BELGRANO 1264,2926,412712,15,BUENOS AIRES,,,,-37.4591007,-61.9342686
CORONEL SUÁREZ,INDUMENTARIA,PEOR ES NADA TE VISTE,MITRE 1170,2923,581238,15,BUENOS AIRES,,,,-37.4580136,-61.9332913
CORONEL SUÁREZ,INDUMENTARIA,PIPA HAUS,MITRE 1381,,,15,BUENOS AIRES,,,,-37.4586673,-61.935839
CORONEL SUÁREZ,INDUMENTARIA,PORC E PIC,MITRE 1124,,,15,BUENOS AIRES,,,,-37.4578726,-61.9328307
CORONEL SUÁREZ,INDUMENTARIA,REINAS,SARMIENTO 245,,,15,BUENOS AIRES,,,,-37.4577071,-61.933943
CORONEL SUÁREZ,INDUMENTARIA,RHONA,MITRE 1343,,,15,BUENOS AIRES,,,,-37.4586174,-61.935504
CORONEL SUÁREZ,INDUMENTARIA,ROPERÍA LAURA,AV. SAN MARTÍN 1115,2926,430940,15,BUENOS AIRES,,,,-37.4719061,-61.9288162
CORONEL SUÁREZ,INDUMENTARIA,SALDERÍA EL MIRADOR,SARMIENTO 143,2926,430222,15,BUENOS AIRES,,,,-37.4587805,-61.9337597
CORONEL SUÁREZ,INDUMENTARIA,SHE,BELGRANO 773,,,15,BUENOS AIRES,,,,-37.4585957,-61.9284447
CORONEL SUÁREZ,INDUMENTARIA,FULANA´S,AVD. SIXTO RODRÍGUEZ 386,,,15,BUENOS AIRES,,,,-37.4515219,-61.9256624
CORONEL SUÁREZ,JOYERÍA Y RELOJERÍA,DIANA JAIME,MITRE 1227,,,15,BUENOS AIRES,,,,-37.4583602,-61.9340495
CORONEL SUÁREZ,JOYERÍA Y RELOJERÍA,EL ESTILO JOYERÍA,LAMADRID 1593,,,15,BUENOS AIRES,,,,-37.4579389,-61.9387514
CORONEL SUÁREZ,JOYERÍA Y RELOJERÍA,JOYERÍA ZABALLA,AV. ALSINA 235,,,15,BUENOS AIRES,,,,-37.4579053,-61.9335036
CORONEL SUÁREZ,LIBRERÍA,COLORES,AV. REPÚBLICA DEL PERÚ 546,,,15,BUENOS AIRES,,,,-37.4586139,-61.9328019
CORONEL SUÁREZ,LIBRERÍA,ICONO,MITRE 1691,,,15,BUENOS AIRES,,,,-37.4591373,-61.9395975
CORONEL SUÁREZ,LIBRERÍA,LA ESQUINA,BELGRANO 1893,,,15,BUENOS AIRES,,,,-37.4605932,-61.9421282
CORONEL SUÁREZ,LIBRERÍA,LIBRERÍA LOSNO,SARMIENTO Y LAMADRID,,,15,BUENOS AIRES,,,,-37.4573215,-61.9351684
CORONEL SUÁREZ,LIBRERÍA,MAFALDA,AV. URIBURU 415,,,15,BUENOS AIRES,,,,-37.4545087,-61.923986
CORONEL SUÁREZ,LIBRERÍA,MOTIVOS,AV. CONTURBI 691,,,15,BUENOS AIRES,,,,-37.4545886,-61.9434048
CORONEL SUÁREZ,MUEBLES,LOS NARANJOS,VILLEGAS 191,2926,432442,10,BUENOS AIRES,,,,-37.4586401,-61.9362834
CORONEL SUÁREZ,MUEBLES,MUEBLERÍA GALEAZZI,BRANDSEN 299,2926,425204,10,BUENOS AIRES,,,,-37.4573977,-61.9353332
CORONEL SUÁREZ,ÓPTICA,CENTRO ÓPTICO,SARMIENTO 237,,,15,BUENOS AIRES,,,,-37.4578275,-61.9339158
CORONEL SUÁREZ,ÓPTICA,CENTRO ÓPTICO I,SARMIENTO 237,,,15,BUENOS AIRES,,,,-37.4578275,-61.9339158
CORONEL SUÁREZ,ÓPTICA,ÓPTICA BELGRANO,VILLEGAS 83,,,15,BUENOS AIRES,,,,-37.4599538,-61.9360865
CORONEL SUÁREZ,ÓPTICA,ÓPTICA INTEGRAL,BRANDSEN 245,2926,422242,15,BUENOS AIRES,,,,-37.4579073,-61.9352825
CORONEL SUÁREZ,ÓPTICA,ÓPTICA SCHWAB,RIVAS 309,,,15,BUENOS AIRES,,,,-37.4577966,-61.9391841
CORONEL SUÁREZ,ÓPTICA,OS VISIÓN,RIVAS 309,,,15,BUENOS AIRES,,,,-37.4577966,-61.9391841
CORONEL SUÁREZ,PINTURERÍA,FERNÁNDEZ COLOR,JUNÍN 20,2923,646655,10,BUENOS AIRES,,,,-37.4595205,-61.9288062
CORONEL SUÁREZ,PINTURERÍA,PINTURERÍA CASABLANCA,AV. SAN MARTÍN 350,,,10,BUENOS AIRES,,,,-37.4685125,-61.9300176
CORONEL SUÁREZ,REPUESTOS DE MOTOS,MOTOPARTES SUÁREZ,AV. CASEY 414,,,10,BUENOS AIRES,,,,-37.4589541,-61.9240603
CORONEL SUÁREZ,RESTAURANT,ARTEMIO GRAMAJO,BRANDSEN 82,,,10,BUENOS AIRES,,,,-37.4595236,-61.9344869
CORONEL SUÁREZ,ZAPATERÍA,STALA,VILLEGAS 219,,,10,BUENOS AIRES,,,,-37.4583102,-61.9365009
CORONEL SUÁREZ,ZAPATERÍA,CALZADOS RICARDO,VILLEGAS 111,2926,425168,10,BUENOS AIRES,,,,-37.4594101,-61.9361586
CORONEL SUÁREZ,ZAPATERÍA,LE UTOPIK,LAMADRID 1324,,,10,BUENOS AIRES,,,,-37.4572295,-61.9355844
CORONEL SUÁREZ,ZAPATERÍA,MD GLAM,MITRE 1168,,,10,BUENOS AIRES,,,,-37.4579512,-61.933288
CORONEL SUÁREZ,ZAPATERÍA,OUTLET LE UTOPIK,AV. SAN MARTÍN 374,,,10,BUENOS AIRES,,,,-37.4553132,-61.9269214
CUTRAL CO,INDUMENTARIA,GIRASOL INDUMENTARIA,AV. OLASCOAGA 319,299,4861836,15,Neuquén,,,,-38.932927,-69.2240322
CUTRAL CO,INDUMENTARIA,GIRASOL INDUMENTARIA,AV. ROCA 681,299,4863277,15,Neuquén,,,,-38.9370779,-69.2291136
CUTRAL CO,INDUMENTARIA,OSIEL,AV. ROCA Y SARMIENTO,299,4961127,15,Neuquén,,,,-38.9361285,-69.2290116
CUTRAL CO,INDUMENTARIA,SO PIRLO,AV. ROCA 354,299,154157647,15,Neuquén,,,,-38.933315,-69.229908
CUTRAL CO,INDUMENTARIA,TIZ ROMA INDUMENTARIA,SÁENZ PEÑA 674,299,4865159,15,Neuquén,,,,-38.9377552,-69.2294588
CUTRAL CO,MUEBLES,DULCE HOGAR,SÁENZ PEÑA 517,299,156133639,10,Neuquén,,,,-38.9377552,-69.2294588
CUTRAL CO,REGALERÍA,MARCELO REGALOS,AV. ROCA 382,299,154843813,10,Neuquén,,,,-38.9336136,-69.2298246
CUTRAL CO,ÓPTICA,ÓPTICA FOCCUS,SARMIENTO 71,299,155658333,15,Neuquén,,,,-38.9361953,-69.2281764
GENERAL ACHA,INDUMENTARIA,LOF QUIÑE,DON BOSCO Y ESPAÑA,2952,412490,15,La Pampa,,,,-37.3687938,-64.5998672
GENERAL ACHA,JOYERÍA Y RELOJERÍA,AQUAMARINE,AV.ELLANEDA 768,2952,432352,15,La Pampa,,,,-37.377838,-64.6026655
GENERAL ACHA,LIBRERÍA,TECNO ACHA,GRAL. CAMPOS 880,2954,662735,15,La Pampa,,,,-37.378255,-64.6062027
GENERAL ACHA,ÓPTICA,ÓPTICA Y CONTACTOLOGÍA DEL SOL,DON BOSCO 552,2952,432180,15,La Pampa,,,,-37.3788568,-64.6003074
GENERAL FERNÁNDEZ ORO,INDUMENTARIA,GUAPA´S,ROCA 760,299,4996231,15,RÍO NEGRO,,,,-38.9538676,-67.9250145
GENERAL FERNÁNDEZ ORO,INDUMENTARIA,MICHO,ROCA 1231,299,4996299,15,RÍO NEGRO,,,,-38.9535468,-67.9300768
GENERAL FERNÁNDEZ ORO,LIBRERÍA,GARABATOS,AV. ROCA 19,298,154509817,15,RÍO NEGRO,,,,-38.9531591,-67.9175481
GENERAL FERNÁNDEZ ORO,LIBRERÍA,LIBRERÍA GARABATOS,SARMIENTO 719,298,154509818,15,RÍO NEGRO,,,,-38.9541021,-67.9292299
GENERAL DANIEL CERRI,ÓPTICA,ÓPTICA MAS,CHICLANA 198,291,4846069,15,BUENOS AIRES,,,,-38.7200858,-62.3930751
GENERAL LA MADRID,INDUMENTARIA,CASA BERRA,MITRE 663,2286,420801,15,BUENOS AIRES,,,,-37.2496772,-61.2621919
GENERAL LA MADRID,INDUMENTARIA,CLOSET,BELGRANO 553,2923,652878,15,BUENOS AIRES,,,,-37.2496772,-61.2621919
GENERAL LA MADRID,INDUMENTARIA,FRUTILLITA,MITRE 658,11,58040357,15,BUENOS AIRES,,,,-37.2496772,-61.2621919
GENERAL LA MADRID,INDUMENTARIA,LIVING ROOM,RODRÍGUEZ PEÑA 660,2284,224331,15,BUENOS AIRES,,,,-37.2496772,-61.2621919
GENERAL LA MADRID,INDUMENTARIA,MISTIKA,BELGRANO 988,2284,217292,15,BUENOS AIRES,,,,-37.2496772,-61.2621919
GENERAL LA MADRID,INDUMENTARIA,MITALI,AV. ROQUE SÁENZ PEÑA 725,2284,468031,15,BUENOS AIRES,,,,-37.2511756,-61.2565979
GENERAL LA MADRID,INDUMENTARIA,PENTRA/CRACK,MITRE 479,221,5709422,15,BUENOS AIRES,,,,-37.2496772,-61.2621919
GENERAL LA MADRID,INDUMENTARIA,QUIJOTES HOMBRES,SAN MARTÍN 441,2284,547711,15,BUENOS AIRES,,,,-37.2496772,-61.2621919
GENERAL LA MADRID,INDUMENTARIA,ROCINANTES CALZADOS,MITRE 618,2284,567597,15,BUENOS AIRES,,,,-37.2496772,-61.2621919
GENERAL LA MADRID,INDUMENTARIA,SOUL SH,SAN MARTÍN 638,2284,332751,15,BUENOS AIRES,,,,-37.2496772,-61.2621919
GENERAL LA MADRID,INDUMENTARIA,TIENDA JAMIL,MITRE 657,2284,515286,15,BUENOS AIRES,,,,-37.2496772,-61.2621919
GENERAL LA MADRID,JOYERÍA Y RELOJERÍA,CASA RIEGA,MITRE 662,2286,420160,15,BUENOS AIRES,,,,-37.2496772,-61.2621919
GENERAL LA MADRID,ÓPTICA,LABORATORIO ÓPTICO BIURRARENA,SAN MARTÍN 846,2286,420549,15,BUENOS AIRES,,,,-37.2496772,-61.2621919
GENERAL LA MADRID,ÓPTICA,ÓPTICA LAMADRID,25 DE MAYO 511,2286,222229,15,BUENOS AIRES,,,,-37.2496123,-61.2609656
GENERAL PICO,INDUMENTARIA,AL PASO INDUMENTARIA,40 Nº 816,2302,432519,15,La Pampa,,,,-35.6593239,-63.7577887
GENERAL PICO,INDUMENTARIA,D´ TUTTO,15 Nº 998,2302,421818,15,La Pampa,,,,-35.6593239,-63.7577887
GENERAL PICO,INDUMENTARIA,ETERNUM,18 Nº 529,2302,322529,15,La Pampa,,,,-35.6622665,-63.7212099
GENERAL PICO,INDUMENTARIA,HOPE BIENVESTIDOS,20 Nº 577,2302,326058,15,La Pampa,,,,-35.6593239,-63.7577887
GENERAL PICO,INDUMENTARIA,ONE WAY,17 Nº 950 LOCAL 45,,,15,La Pampa,,,,-35.6593239,-63.7577887
GENERAL PICO,INDUMENTARIA,POLO CLUB,18 Nº581,2302,327676,15,La Pampa,,,,-35.6593239,-63.7577887
GENERAL PICO,INDUMENTARIA,ROQUE NUBLO,17 Nº 938,2302,436272,15,La Pampa,,,,-35.6593239,-63.7577887
GENERAL PICO,LIBRERÍA,INDEPENDENCIA LIBROS,17 Nº 960,2302,329224,15,La Pampa,,,,-35.6593239,-63.7577887
GENERAL PICO,ÓPTICA,ÓPTICA GAFFAS,13 Nº 830,2302,430667,15,La Pampa,,,,-35.6593239,-63.7577887
GENERAL PICO,ÓPTICA,ÓPTICA SAN JUAN,2 Nº 188,2302,336868,15,La Pampa,,,,-35.6593239,-63.7577887
GENERAL PICO,ÓPTICA,ÓPTICA Y ORTOPEDIA EL TIC TAC S.R.L.,20 Nº 727,2302,434941,15,La Pampa,,,,-35.6593239,-63.7577887
GENERAL ROCA,DEPORTE,TRAS LA SENDA,MITRE 1341,298,4433503,15,RÍO NEGRO,,,,-39.0262293,-67.5829956
GENERAL ROCA,INDUMENTARIA,ALIADOS,MITRE 1182,298,4422439,15,RÍO NEGRO,,,,-39.0268317,-67.5807566
GENERAL ROCA,INDUMENTARIA,CAMISERÍAS AVENIDA,TUCUMÁN 776,298,4423771,15,RÍO NEGRO,,,,-39.0286416,-67.5753746
GENERAL ROCA,INDUMENTARIA,L 'UNIKA,SAN JUAN 2314,298,4427708,15,RÍO NEGRO,,,,-39.0180672,-67.5858711
GENERAL ROCA,INDUMENTARIA,L ´UNIKA II,TUCUMÁN 1157,298,4431466,15,RÍO NEGRO,,,,-39.0276239,-67.580631
GENERAL ROCA,INDUMENTARIA,LUCHETTO,TUCUMÁN 988,298,4421956,15,RÍO NEGRO,,,,-39.0282691,-67.5782808
GENERAL ROCA,INDUMENTARIA,UNELEN,TUCUMÁN 959,298,154968906,15,RÍO NEGRO,,,,-39.0282341,-67.5792587
GENERAL ROCA,JOYERÍA Y RELOJERÍA,DUAL TIME,TUCUMÁN 1179,298,154933356,15,RÍO NEGRO,,,,-39.0276721,-67.5808867
GENERAL ROCA,JOYERÍA Y RELOJERÍA,TALLER DE RELOJERÍA UNIVERSAL,TUCUMÁN 1285,298,154619678,15,RÍO NEGRO,,,,-39.0274759,-67.5822637
GENERAL ROCA,LIBRERÍA,DE LA FE,TUCUMÁN 1145,298,154594177,15,RÍO NEGRO,,,,-39.0277038,-67.5804577
GENERAL ROCA,LIBRERÍA,LIBRERÍAS NINO,TUCUMÁN 475,298,4424374,15,RÍO NEGRO,,,,-39.0288703,-67.5712246
GENERAL ROCA,LIBRERÍA,ROCA LIBROS,AVENIDA ROCA 1545,298,4436587,15,RÍO NEGRO,,,,-39.0281304,-67.5756527
GENERAL ROCA,ÓPTICA,ÓPTICA CONSTANZO,TUCUMÁN 924,298,4426060,15,RÍO NEGRO,,,,-39.0283991,-67.5775823
GENERAL ROCA,ÓPTICA,ÓPTICA DEL SUR,AVENIDA ROCA 1390,298,154899819,15,RÍO NEGRO,,,,-39.030038,-67.5763414
GENERAL ROCA,ÓPTICA,ÓPTICA ORIEN´S,BELGRANO 1596,298,4420009,15,RÍO NEGRO,,,,-39.0280314,-67.571622
GENERAL ROCA,ÓPTICA,ÓPTICA STYLENT,TUCUMÁN 157,298,4434674,15,RÍO NEGRO,,,,-39.0293106,-67.566926
GENERAL ROCA,ÓPTICA,PATAGONIA BUENA VISTA I,TUCUMÁN 168,298,4442720,15,RÍO NEGRO,,,,-39.0295687,-67.5670955
GENERAL VILLEGAS,INDUMENTARIA,ACQUA,BELGRANO 364,3388,424417,15,BUENOS AIRES,,,,-35.0321683,-63.0194546
GENERAL VILLEGAS,INDUMENTARIA,ALONDRA,SAAVEDRA 1281,3388,433063,15,BUENOS AIRES,,,,-35.0290693,-63.0045379
GENERAL VILLEGAS,INDUMENTARIA,BERENGUER DEPORTES,RIVADAVIA 448,3388,420396,15,BUENOS AIRES,,,,-35.0311778,-63.0199964
GENERAL VILLEGAS,INDUMENTARIA,BUENOS DETALLES,MORENO 685,3388,504723,15,BUENOS AIRES,,,,-35.0331316,-63.0162217
GENERAL VILLEGAS,INDUMENTARIA,CANDILEJAS DEPORTES,ARENALES 334,3388,671725,15,BUENOS AIRES,,,,-35.0320129,-63.0176697
GENERAL VILLEGAS,INDUMENTARIA,EL BARÓN,BELGRANO 358,3388,439792,15,BUENOS AIRES,,,,-35.0320989,-63.0194376
GENERAL VILLEGAS,INDUMENTARIA,EL GALPÓN,LARREA 673,3388,424057,15,BUENOS AIRES,,,,-35.0389688,-63.0052457
GENERAL VILLEGAS,INDUMENTARIA,LA HORA,MORENO 580,3388,423879,15,BUENOS AIRES,,,,-35.0332249,-63.0180921
GENERAL VILLEGAS,INDUMENTARIA,LELA BOUTIQUE,PADRE A. WESNER 786,3388,672737,15,BUENOS AIRES,,,,-35.0405201,-63.0051258
GENERAL VILLEGAS,INDUMENTARIA,MARYLAN,MORENO 597,3388,414915,15,BUENOS AIRES,,,,-35.0328604,-63.0177152
GENERAL VILLEGAS,INDUMENTARIA,NAMASTE,SARMIENTO 59,3388,422869,15,BUENOS AIRES,,,,-35.0292313,-63.0092201
GENERAL VILLEGAS,INDUMENTARIA,NO END,BELGRANO 346,3388,424285,15,BUENOS AIRES,,,,-35.0318522,-63.0192037
GENERAL VILLEGAS,INDUMENTARIA,SAMARA,CASTELLI 1580,3388,467428,15,BUENOS AIRES,,,,-35.0325478,-63.0011791
GENERAL VILLEGAS,INDUMENTARIA,VERDE MANZANA,MORENO 450,3388,422334,15,BUENOS AIRES,,,,-35.0327147,-63.0200344
GENERAL VILLEGAS,INDUMENTARIA,ZONA PAMPA,RIVADAVIA 539,3388,420933,15,BUENOS AIRES,,,,-35.0310837,-63.018178
GENERAL VILLEGAS,JOYERÍA Y RELOJERÍA,PONTE VECCHIO JOYAS,RIVADAVIA 461,3388,415007,15,BUENOS AIRES,,,,-35.030875,-63.0196098
GENERAL VILLEGAS,LIBRERÍA,CASA MIGUELITO,BELGRANO 353,3388,421254,15,BUENOS AIRES,,,,-35.032,-63.019128
GENERAL VILLEGAS,ÓPTICA,ÓPTICA BOGLIOLO,ARENALES 374,3388,421111,15,BUENOS AIRES,,,,-35.032587,-63.0177356
GENERAL VILLEGAS,ÓPTICA,ÓPTICA CRISTAL,MORENO 507,3388,422219,15,BUENOS AIRES,,,,-35.0325002,-63.0190234
GUATRACHÉ,INDUMENTARIA,ANDAN LOCAS,AV. ZEBALLOS 135 LOCAL 2,2923,408812,15,La Pampa,,,,-37.6671593,-63.5366822
GUATRACHÉ,INDUMENTARIA,ASTILLA,AV. ZEBALLOS 398,2923,657494,15,La Pampa,,,,-37.6670076,-63.5386131
GUATRACHÉ,INDUMENTARIA,CAMPESINA 2,AV. ZEBALLOS Y AV. DE LOS INMIGRANTES,2924,492121,15,La Pampa,,,,-37.6668832,-63.5378788
GUATRACHÉ,INDUMENTARIA,KEOPS,AV. ZEBALLOS 94,2924,492141,15,La Pampa,,,,-37.6669985,-63.536267
GUATRACHÉ,INDUMENTARIA,ROUGE,AV. ZEBALLOS 241,2924,413146,15,La Pampa,,,,-37.6670068,-63.5385472
GUATRACHÉ,INDUMENTARIA,STYLO MODAS,AV. ZEBALLOS 290,2924,492675,15,La Pampa,,,,-37.667007,-63.5385678
GUATRACHÉ,LIBRERÍA,ARLEQUÍN,ZEBALLOS Y COLÓN,2924,492046,15,La Pampa,,,,-37.3764643,-63.7707604
GUATRACHÉ,LIBRERÍA,LIBRERÍA AMISTAD,AV. ZEBALLOS 208,2924,492177,15,La Pampa,,,,-37.6670033,-63.5382384
GUATRACHÉ,ÓPTICA,ÓPTICA IRIS,ZEBALLOS 281,2923,543221,15,La Pampa,,,,-37.667007,-63.538564
HENDERSON,DEPORTE,ASENSIO DEPORTES,FLORIDA 439,2314,452128,15,BUENOS AIRES,,,,-36.3019325,-61.7162014
HENDERSON,INDUMENTARIA,BIST`T,M. MORENO 323,2314,451495,15,BUENOS AIRES,,,,-36.2982199,-61.7162455
HENDERSON,INDUMENTARIA,EL VESTIDOR,9 DE JULIO 496,2314,452198,15,BUENOS AIRES,,,,-36.3004125,-61.715829
HENDERSON,INDUMENTARIA,TIENDA EL GAUCHO,FLORIDA 454,2314,452018,15,BUENOS AIRES,,,,-36.3020172,-61.7168735
HENDERSON,INDUMENTARIA,VALE,DIAG. H. YRIGOYEN Y M. MORENO,2396,15510885,15,BUENOS AIRES,,,,-36.3014185,-61.7198899
HENDERSON,JOYERÍA Y RELOJERÍA,LA PRECISIÓN,FLORIDA 491,2314,15628001,15,BUENOS AIRES,,,,-36.3015744,-61.7171465
HENDERSON,JOYERÍA Y RELOJERÍA,SIGLO XX,FLORIDA 429,2314,452224,15,BUENOS AIRES,,,,-36.3020725,-61.7161621
HENDERSON,LIBRERÍA,EL GLOBO,M. MOREN0 869,2314,15403023,15,BUENOS AIRES,,,,-36.3039864,-61.7235051
HENDERSON,ÓPTICA,ÓPTICA ELDA,FLORIDA 489,2314,15628001,15,BUENOS AIRES,,,,-36.3013796,-61.7168586
HENDERSON,ÓPTICA,ÓPTICA HENDERSON,DIAG. H.YRIGOYEN 186,2314,451007,15,BUENOS AIRES,,,,-36.301506,-61.7192337
INGENIERO WHITE,INDUMENTARIA,ADRI BOUTIQUE,AV. SAN MARTÍN 3386,291,5753501,15,BUENOS AIRES,,,,-38.784481,-62.2677612
HUANGUELÉN,DEPORTE,MORGADO,FUNDADORES 747,2933,432223,15,BUENOS AIRES,,,,-37.0619345,-61.9404093
HUANGUELÉN,INDUMENTARIA,CLEOPATRA,CALLE 9 1463,2926,414832,15,BUENOS AIRES,,,,-37.0619345,-61.9404093
HUANGUELÉN,INDUMENTARIA,NODALI,CALLE 11 782,2933,432572,15,BUENOS AIRES,,,,-37.0619345,-61.9404093
HUANGUELÉN,INDUMENTARIA,FOR MEN,CALLE 10 824,2923,415936,15,BUENOS AIRES,,,,-37.0619345,-61.9404093
JUNÍN DE LOS ANDES,FARMACIA,FARMACIA LANÍN,MARIANO MORENO 504,2972,491792,10,Neuquén,,,,-39.949128,-71.07676
JUNÍN DE LOS ANDES,INDUMENTARIA,FRANCHESCA,LAMADRID 210,294,154554011,15,Neuquén,,,,-39.9498039,-71.0725751
JUNÍN DE LOS ANDES,INDUMENTARIA,MAURO SERGIO II,PADRE MILANESIO 449,294,154227203,15,Neuquén,,,,-39.9499338,-71.0700666
JUNÍN DE LOS ANDES,INDUMENTARIA,TROCADERO DEPORTES,FÉLIX SAN MARTÍN 690,2972,491190,15,Neuquén,,,,-39.9516608,-71.0746208
JUNÍN DE LOS ANDES,INDUMENTARIA,VICKY,LAMADRID 68,2972,492640,15,Neuquén,,,,-39.9493846,-71.0745665
JUNÍN DE LOS ANDES,INDUMENTARIA,CALZADOS NAMÚN,O´HIGGINS,2944,967473,15,Neuquén,,,,-39.9499091,-71.0727398
JUNÍN DE LOS ANDES,ÓPTICA,ÓPTICA CELAVE,LAMADRID 441,2972,492804,15,Neuquén,,,,-39.9507848,-71.0696401
JUNÍN DE LOS ANDES,REPUESTOS DEL AUTOMOTOR,EL REPUESTERO JUNÍN,O´HIGGINS 455,2972,492488,10,Neuquén,,,,-39.9493721,-71.0728661
LAMARQUE,INDUMENTARIA,KM0,25 DE MAYO 587,2984,312198,15,RÍO NEGRO,,,,-39.4241198,-65.7064071
LAMARQUE,INDUMENTARIA,NESERGA S.A.S,INDEPENDENCIA 1060,299,4646758,15,RÍO NEGRO,,,,-39.4226014,-65.7054494
LAMARQUE,INDUMENTARIA,TIENDA ALEX,SAN MARTÍN 556,2984,929356,15,RÍO NEGRO,,,,-39.4238766,-65.7048614
LAMARQUE,INDUMENTARIA,TIENDA ALISON,SAN MARTÍN 571,2946,497022,15,RÍO NEGRO,,,,-39.4238394,-65.7048107
LAMARQUE,INDUMENTARIA,TIENDA EMILY,SAN MARTÍN 434,2984,583516,15,RÍO NEGRO,,,,-39.4229791,-65.7056954
LAMARQUE,ÓPTICA,ÓPTICA LAMARQUE,LIBERTAD 775,2984,278026,15,RÍO NEGRO,,,,-39.421635,-65.700689
LAPRIDA,INDUMENTARIA,BB SPORTS,MARIANO J. PEREYRA Y BTO. MARTÍNEZ,2285,420264,15,BUENOS AIRES,,,,-34.4948079,-58.5164546
LAPRIDA,INDUMENTARIA,COLORES,AVDA. PEREYRA 1210,11,56549358,15,BUENOS AIRES,,,,-37.5461172,-60.8000263
LAPRIDA,INDUMENTARIA,CRACK LAPRIDA,AVDA. SAN MARTÍN 1296,2284,228769,15,BUENOS AIRES,,,,-37.5513567,-60.8089515
LAPRIDA,INDUMENTARIA,EL GALEGO,AVDA. SAN MARTÍN 1201,2285,421215,15,BUENOS AIRES,,,,-37.5513567,-60.8089515
LAPRIDA,INDUMENTARIA,GOTHAM,AVDA. PEREYRA 1267,11,63633244,15,BUENOS AIRES,,,,-37.5464086,-60.8009236
LAPRIDA,INDUMENTARIA,LA BARRACA,AVDA. SAN MARTÍN 1790,2285,420560,15,BUENOS AIRES,,,,-37.5501691,-60.8070864
LAPRIDA,INDUMENTARIA,LA GLORIA,AVDA. PEREYRA 1500,2285,420451,15,BUENOS AIRES,,,,-37.5553897,-60.7881903
LAPRIDA,INDUMENTARIA,SOUL,AVDA. SAN MARTÍN 1288,2284,332751,15,BUENOS AIRES,,,,-37.5513567,-60.8089515
LAPRIDA,INDUMENTARIA,VINTAGE,AVDA. PEREYRA Y MITRE,2285,421966,15,BUENOS AIRES,,,,-37.5468201,-60.7989649
LAPRIDA,JOYERÍA Y RELOJERÍA,LAIOLO,AVDA. PEREYRA 1230,2285,421088,15,BUENOS AIRES,,,,-37.5462742,-60.8002278
LAPRIDA,LIBRERÍA,ARTE MAS,PELLEGRINI 1404,2284,637463,15,BUENOS AIRES,,,,-37.5459797,-60.7975046
LAPRIDA,ÓPTICA,LALLE,AVDA. PEREYRA 1309,2285,420898,15,BUENOS AIRES,,,,-37.5470772,-60.801399
LAS LAJAS,INDUMENTARIA,CASA CARAM,BELGRANO Y SAAVEDRA 384,2942,499051,15,Neuquén,,,,-38.523452,-70.364217
LAS LAJAS,INDUMENTARIA,IMAGEN MODA Y CALZADOS,AV. ROCA 568,2942,579783,15,Neuquén,,,,-38.52475,-70.3658342
LAS LAJAS,INDUMENTARIA,LIBRERÍA AFICHE,AV. ROCA 370,2942,537082,15,Neuquén,,,,-38.5241726,-70.3643712
LAS LAJAS,INDUMENTARIA,TENDENCIAS,25 DE MAYO 320,299,5111885,15,Neuquén,,,,-38.524788,-70.365023
LAS LAJAS,INDUMENTARIA,TIENDA ÁNGEL,25 DE MAYO,2942,499546,15,Neuquén,,,,-38.5235351,-70.3659985
LOBERÍA,LIBRERÍA,CASA METZADA,AV. SAN MARTÍN 259,2261,443069,15,BUENOS AIRES,,,,-38.1656388,-58.7807666
LOBERÍA,LIBRERÍA,REGALERÍA GLITTERS,BRANDSEN 88,2261,410191,15,BUENOS AIRES,,,,-38.159632,-58.7861128
LOBERÍA,INDUMENTARIA,ALEX,AV. MITRE 77,2262,475599,15,BUENOS AIRES,,,,-38.1626568,-58.7836902
LOBERÍA,INDUMENTARIA,CASA MACIAS,AV. CAMPOS 201,2261,442400,15,BUENOS AIRES,,,,-38.1617484,-58.7807992
LOBERÍA,INDUMENTARIA,EL DUENDE AZUL,AV. SARMIENTO 202,2261,443589,15,BUENOS AIRES,,,,-38.1653423,-58.7852647
LOBERÍA,INDUMENTARIA,LOS GALLEGUITOS,AV. CAMPOS 148,2261,440167,15,BUENOS AIRES,,,,-38.1618748,-58.7815845
LOBERÍA,INDUMENTARIA,MATICES,AV. MITRE 47,2262,633292,15,BUENOS AIRES,,,,-38.1628709,-58.7834078
LOBERÍA,INDUMENTARIA,RODRÍGUEZ DEPORTES,ESPAÑA 230,2261,443207,15,BUENOS AIRES,,,,-38.1634422,-58.7816955
LOBERÍA,INDUMENTARIA,TIENDA CEROLINI,AV. CAMPOS 100,2261,442127,15,BUENOS AIRES,,,,-38.162579,-58.7819985
